file,upr_euc,upr_cor,upr_cos
data/embeddings/li/counts/umap/4.pkl,12.944122,1.3891458511874673,1.3463008
data/embeddings/li/counts/zifa/4.pkl,2.2437913,0.06308628498562552,0.20135248
data/embeddings/li/counts/zifa/16.pkl,26.54558,0.8166024132522329,0.8482544
data/embeddings/li/counts/zifa/8.pkl,22.486748,0.44832013745654087,0.50495577
data/embeddings/li/counts/zifa/2.pkl,1.2361577,1.9999999999999998,0.1580013
data/embeddings/li/counts/zifa/32.pkl,27.111975,0.8827116203777545,0.8815873
data/embeddings/li/counts/zifa/48.pkl,26.172318,0.8985068672648465,0.91641104
data/embeddings/li/counts/zifa/96.pkl,27.293766,0.950624309368398,0.9529862
data/embeddings/li/counts/umap/2.pkl,12.763124,1.9999999999999996,0.26306105
data/embeddings/li/counts/umap/32.pkl,12.358325,0.7845698895443229,0.7851536
data/embeddings/li/counts/umap/16.pkl,10.839263,0.9812624121271685,1.0338542
data/embeddings/li/counts/umap/96.pkl,12.888634,1.2397952825987353,1.2336835
data/embeddings/li/counts/umap/48.pkl,13.440902,0.8496755923697594,0.8584523
data/embeddings/li/counts/umap/8.pkl,14.475842,0.967858565744959,0.8718033
data/embeddings/li/counts/fica/4.pkl,0.20109245,0.04843601530428143,0.17574924
data/embeddings/li/counts/fica/32.pkl,0.99967104,0.8957736193632744,0.9405459
data/embeddings/li/counts/fica/2.pkl,0.1333086,1.9999999999999996,0.0085577965
data/embeddings/li/counts/fica/8.pkl,0.292242,0.18229808272160297,0.26422966
data/embeddings/li/counts/fica/16.pkl,0.990311,0.7699118097892514,0.90173525
data/embeddings/li/counts/fica/96.pkl,1.0058299,0.9787442521521277,0.986422
data/embeddings/li/counts/lle/4.pkl,0.09393166,0.14961752928865546,0.18829226
data/embeddings/li/counts/lle/32.pkl,0.45352352,0.8243713354195404,0.8690626
data/embeddings/li/counts/fica/48.pkl,1.0020853,0.9540991819369086,0.96222734
data/embeddings/li/counts/lle/2.pkl,0.020361222,1.9999999999999998,0.47079092
data/embeddings/li/counts/lle/16.pkl,0.37362784,0.6651039218553885,0.58480936
data/embeddings/li/counts/lle/96.pkl,0.64276785,0.7485335740336545,0.7451364
data/embeddings/li/counts/phate/32.pkl,9.335295,0.25370179412192617,0.23879099
data/embeddings/li/counts/lle/8.pkl,0.26085618,0.5684799989815961,0.61830795
data/embeddings/li/counts/phate/2.pkl,7.5572705,1.9999999999999996,0.028155982
data/embeddings/li/counts/phate/16.pkl,9.169454,0.27033576420859307,0.23785734
data/embeddings/li/counts/lle/48.pkl,0.5270995,0.8454120591918031,0.8156934
data/embeddings/li/counts/phate/4.pkl,9.774972,0.06303902363507996,0.17365825
data/embeddings/li/counts/phate/96.pkl,9.1192255,0.2452183134589242,0.2404322
data/embeddings/li/counts/phate/48.pkl,8.972116,0.2473635270630673,0.23806477
data/embeddings/li/counts/isomap/4.pkl,96839.484,0.1185313025769601,0.11285657
data/embeddings/li/counts/phate/8.pkl,9.070452,0.2799225713304846,0.23822081
data/embeddings/li/counts/isomap/32.pkl,229596.1,0.3869045383549451,0.38588148
data/embeddings/li/counts/isomap/16.pkl,181632.02,0.29617445654038366,0.32475048
data/embeddings/li/counts/isomap/2.pkl,73403.87,1.9999999999999998,0.0123746395
data/embeddings/li/counts/isomap/96.pkl,246242.39,0.43985290292850565,0.43955076
data/embeddings/li/counts/isomap/8.pkl,148096.48,0.21785866921211838,0.23061949
data/embeddings/li/counts/isomap/48.pkl,235530.81,0.40606222613283527,0.4036646
data/embeddings/li/counts/saucie/2.pkl,10.6657,1.9999999999999996,0.83436537
data/embeddings/li/counts/saucie/4.pkl,22.70359,0.5603061048010287,0.7257695
data/embeddings/li/counts/saucie/32.pkl,40.41048,0.13009908222222777,0.123443544
data/embeddings/li/counts/saucie/16.pkl,10.31656,0.48367267147806114,0.4837559
data/embeddings/li/counts/saucie/96.pkl,39.26162,0.5744010113968699,0.57433134
data/embeddings/li/counts/saucie/8.pkl,10.544178,1.1125572318118717,1.0929098
data/embeddings/li/counts/saucie/48.pkl,91.825554,0.4525663760741786,0.44245583
data/embeddings/li/counts/lda/2.pkl,0.029924909,1.9999999999999996,0.00088346004
data/embeddings/li/counts/lda/32.pkl,1.0928936,1.026548344416988,0.9913899
data/embeddings/li/counts/lda/4.pkl,0.32797238,0.18040396107071233,0.10328138
data/embeddings/li/counts/lda/16.pkl,0.66560125,0.5823282260103738,0.51697403
data/embeddings/li/counts/lda/8.pkl,0.45644146,0.2912023079500824,0.16790414
data/embeddings/li/counts/lda/96.pkl,1.0624099,1.0081421313470675,0.99339795
