file,upr_seu
data/embeddings/baron-human/counts/bd/2.pkl,0.4783408250941564
data/embeddings/baron-human/counts/bd/4.pkl,1.197914242758389
data/embeddings/baron-human/counts/bd/8.pkl,1.654687344884307
data/embeddings/baron-human/counts/bd/16.pkl,7.025571841305704
data/embeddings/baron-human/counts/fa/16.pkl,88.7800843685573
data/embeddings/baron-human/counts/bd/32.pkl,13.234365839450978
data/embeddings/baron-human/counts/bd/48.pkl,26.661235605654348
data/embeddings/baron-human/counts/bd/96.pkl,29.652909112374385
data/embeddings/baron-human/counts/fa/2.pkl,0.6789847304745953
data/embeddings/baron-human/counts/fa/4.pkl,1.8503600184036233
data/embeddings/baron-human/counts/fa/32.pkl,92.58270638075552
data/embeddings/baron-human/counts/fa/8.pkl,2.874112901422681
data/embeddings/baron-human/counts/fa/48.pkl,92.58579948243269
data/embeddings/baron-human/counts/fica/16.pkl,9.047676885328935
data/embeddings/baron-human/counts/fica/2.pkl,0.46578635671883345
data/embeddings/baron-human/counts/fa/96.pkl,92.59744115055553
data/embeddings/baron-human/counts/fica/32.pkl,18.967258930994017
data/embeddings/baron-human/counts/fica/4.pkl,1.1948993593888295
data/embeddings/baron-human/counts/grp/2.pkl,1.024814986475983
data/embeddings/baron-human/counts/fica/8.pkl,1.8764076957072247
data/embeddings/baron-human/counts/fica/48.pkl,29.694832677476494
data/embeddings/baron-human/counts/grp/16.pkl,2.7058464071142474
data/embeddings/baron-human/counts/grp/32.pkl,3.886156715233553
data/embeddings/baron-human/counts/fica/96.pkl,32.91036584248759
data/embeddings/baron-human/counts/grp/4.pkl,1.33381863994263
data/embeddings/baron-human/counts/grp/48.pkl,5.5802277373492055
data/embeddings/baron-human/counts/grp/8.pkl,2.191002298029322
data/embeddings/baron-human/counts/icm/16.pkl,3.3966184973346873
data/embeddings/baron-human/counts/icm/2.pkl,1.2868844420850034
data/embeddings/baron-human/counts/grp/96.pkl,6.719300112514084
data/embeddings/baron-human/counts/icm/4.pkl,1.2222555321127655
data/embeddings/baron-human/counts/icm/32.pkl,8.179390863872305
